model,scenario_idx,turn,speaker,text,acts,parsed_alloc,speaker_score
Meta-Llama-3-8B-Instruct,17,2,Mia Sanders,I'll take the workbooks.,"counter_propose,concede","{""workbook"": 2, ""lanyard"": 0, ""badge holder"": 0}",4
Meta-Llama-3-8B-Instruct,17,3,Ava Thompson,I'll take the remaining items.,small_talk,,
Meta-Llama-3-8B-Instruct,17,4,Mia Sanders,I'll take the lanyards.,"counter_propose,concede","{""workbook"": 0, ""lanyard"": 2, ""badge holder"": 0}",0
Meta-Llama-3-8B-Instruct,17,5,Ava Thompson,I'll take the badge holder.,counter_propose,"{""workbook"": 2, ""lanyard"": 2, ""badge holder"": 0}",2
Meta-Llama-3-8B-Instruct,17,6,Mia Sanders,I'll take the workbooks.,counter_propose,"{""workbook"": 2, ""lanyard"": 0, ""badge holder"": 0}",4
Meta-Llama-3-8B-Instruct,17,7,Ava Thompson,I'll take the workbooks.,counter_propose,"{""workbook"": 0, ""lanyard"": 2, ""badge holder"": 1}",6
Meta-Llama-3-8B-Instruct,17,8,Mia Sanders,I'll take the workbooks.,"counter_propose,insist","{""workbook"": 2, ""lanyard"": 0, ""badge holder"": 0}",4
Meta-Llama-3-8B-Instruct,17,9,Ava Thompson,I'll take the lanyards.,"counter_propose,concede","{""workbook"": 2, ""lanyard"": 0, ""badge holder"": 1}",2
Meta-Llama-3-8B-Instruct,17,10,Mia Sanders,I'll take the badge holder.,counter_propose,"{""workbook"": 0, ""lanyard"": 0, ""badge holder"": 1}",6
Meta-Llama-3-8B-Instruct,17,11,Ava Thompson,I'll take the workbooks.,counter_propose,"{""workbook"": 0, ""lanyard"": 2, ""badge holder"": 1}",6
Meta-Llama-3-8B-Instruct,17,12,Mia Sanders,I'll take the lanyards.,"counter_propose,concede","{""workbook"": 0, ""lanyard"": 2, ""badge holder"": 0}",0
Meta-Llama-3-8B-Instruct,17,13,Ava Thompson,I'll take the badge holder.,"counter_propose,concede","{""workbook"": 2, ""lanyard"": 2, ""badge holder"": 0}",2
Meta-Llama-3-8B-Instruct,17,14,Mia Sanders,I'll take the workbooks.,counter_propose,"{""workbook"": 2, ""lanyard"": 0, ""badge holder"": 0}",4
Meta-Llama-3-8B-Instruct,17,15,Ava Thompson,I'll take the workbooks.,counter_propose,"{""workbook"": 0, ""lanyard"": 2, ""badge holder"": 1}",6
Meta-Llama-3-8B-Instruct,18,0,Mia Sanders,I'll take the packing tape.,propose,"{""envelope box"": 0, ""stamp roll"": 0, ""packing tape"": 1}",9
Meta-Llama-3-8B-Instruct,18,1,Ava Thompson,I'll take the envelope box.,counter_propose,"{""envelope box"": 0, ""stamp roll"": 4, ""packing tape"": 1}",1
Meta-Llama-3-8B-Instruct,18,2,Mia Sanders,I'll take the stamp rolls.,"counter_propose,concede","{""envelope box"": 0, ""stamp roll"": 4, ""packing tape"": 0}",0
Meta-Llama-3-8B-Instruct,18,3,Ava Thompson,I'll take the stamp rolls.,counter_propose,"{""envelope box"": 1, ""stamp roll"": 0, ""packing tape"": 1}",4
Meta-Llama-3-8B-Instruct,18,4,Mia Sanders,I'll take the envelope box.,counter_propose,"{""envelope box"": 1, ""stamp roll"": 0, ""packing tape"": 0}",1
Meta-Llama-3-8B-Instruct,18,5,Ava Thompson,I'll take the packing tape.,counter_propose,"{""envelope box"": 1, ""stamp roll"": 4, ""packing tape"": 0}",5
Meta-Llama-3-8B-Instruct,18,6,Mia Sanders,I'll take the envelope box.,"counter_propose,insist","{""envelope box"": 1, ""stamp roll"": 0, ""packing tape"": 0}",1
Meta-Llama-3-8B-Instruct,18,7,Ava Thompson,I'll take the stamp rolls.,"counter_propose,concede","{""envelope box"": 1, ""stamp roll"": 0, ""packing tape"": 1}",4
Meta-Llama-3-8B-Instruct,18,8,Mia Sanders,I'll take the envelope box.,"counter_propose,insist","{""envelope box"": 1, ""stamp roll"": 0, ""packing tape"": 0}",1
Meta-Llama-3-8B-Instruct,18,9,Ava Thompson,I'll take the stamp rolls.,"counter_propose,insist","{""envelope box"": 1, ""stamp roll"": 0, ""packing tape"": 1}",4
Meta-Llama-3-8B-Instruct,18,10,Mia Sanders,I'll take the packing tape.,counter_propose,"{""envelope box"": 0, ""stamp roll"": 0, ""packing tape"": 1}",9
Meta-Llama-3-8B-Instruct,18,11,Ava Thompson,I'll take the stamp rolls.,"counter_propose,insist","{""envelope box"": 1, ""stamp roll"": 0, ""packing tape"": 1}",4
Meta-Llama-3-8B-Instruct,18,12,Mia Sanders,I'll take the stamp rolls.,"counter_propose,concede","{""envelope box"": 0, ""stamp roll"": 4, ""packing tape"": 0}",0
Meta-Llama-3-8B-Instruct,18,13,Ava Thompson,I'll take the packing tape.,counter_propose,"{""envelope box"": 1, ""stamp roll"": 4, ""packing tape"": 0}",5
Meta-Llama-3-8B-Instruct,18,14,Mia Sanders,I'll take the envelope box.,counter_propose,"{""envelope box"": 1, ""stamp roll"": 0, ""packing tape"": 0}",1
Meta-Llama-3-8B-Instruct,18,15,Ava Thompson,I'll take the packing tape.,"counter_propose,insist","{""envelope box"": 1, ""stamp roll"": 4, ""packing tape"": 0}",5
Meta-Llama-3-8B-Instruct,19,0,Mia Sanders,I'll take the sugar jar.,propose,"{""coffee mug"": 0, ""tea box"": 0, ""sugar jar"": 1}",5
Meta-Llama-3-8B-Instruct,19,1,Ava Thompson,I'll take the coffee mug.,counter_propose,"{""coffee mug"": 0, ""tea box"": 4, ""sugar jar"": 1}",1
Meta-Llama-3-8B-Instruct,19,2,Mia Sanders,I'll take the tea boxes.,"counter_propose,concede","{""coffee mug"": 0, ""tea box"": 4, ""sugar jar"": 0}",4
Meta-Llama-3-8B-Instruct,19,3,Ava Thompson,I'll take the tea boxes.,"counter_propose,concede","{""coffee mug"": 1, ""tea box"": 0, ""sugar jar"": 1}",0
Meta-Llama-3-8B-Instruct,19,4,Mia Sanders,I'll take the sugar jar.,counter_propose,"{""coffee mug"": 0, ""tea box"": 0, ""sugar jar"": 1}",5
Meta-Llama-3-8B-Instruct,19,5,Ava Thompson,I'll take the tea boxes.,"counter_propose,insist","{""coffee mug"": 1, ""tea box"": 0, ""sugar jar"": 1}",0
Meta-Llama-3-8B-Instruct,19,6,Mia Sanders,I'll take the coffee mug.,"counter_propose,concede","{""coffee mug"": 1, ""tea box"": 0, ""sugar jar"": 0}",1
Meta-Llama-3-8B-Instruct,19,7,Ava Thompson,I'll take the sugar jar.,counter_propose,"{""coffee mug"": 1, ""tea box"": 4, ""sugar jar"": 0}",9
Meta-Llama-3-8B-Instruct,19,8,Mia Sanders,I'll take the tea boxes.,counter_propose,"{""coffee mug"": 0, ""tea box"": 4, ""sugar jar"": 0}",4
Meta-Llama-3-8B-Instruct,19,9,Ava Thompson,I'll take the sugar jar.,"counter_propose,insist","{""coffee mug"": 1, ""tea box"": 4, ""sugar jar"": 0}",9
Meta-Llama-3-8B-Instruct,19,10,Mia Sanders,I'll take the tea boxes.,"counter_propose,insist","{""coffee mug"": 0, ""tea box"": 4, ""sugar jar"": 0}",4
Meta-Llama-3-8B-Instruct,19,11,Ava Thompson,I'll take the sugar jar.,"counter_propose,insist","{""coffee mug"": 1, ""tea box"": 4, ""sugar jar"": 0}",9
Meta-Llama-3-8B-Instruct,19,12,Mia Sanders,I'll take the tea boxes.,"counter_propose,insist","{""coffee mug"": 0, ""tea box"": 4, ""sugar jar"": 0}",4
Meta-Llama-3-8B-Instruct,19,13,Ava Thompson,I'll take the tea boxes.,"counter_propose,concede","{""coffee mug"": 1, ""tea box"": 0, ""sugar jar"": 1}",0
Meta-Llama-3-8B-Instruct,19,14,Mia Sanders,I'll take the sugar jar.,counter_propose,"{""coffee mug"": 0, ""tea box"": 0, ""sugar jar"": 1}",5
Meta-Llama-3-8B-Instruct,19,15,Ava Thompson,I'll take the sugar jar.,counter_propose,"{""coffee mug"": 1, ""tea box"": 4, ""sugar jar"": 0}",9
Meta-Llama-3-8B-Instruct,1,0,Mia Sanders,I'll take the vase.,propose,"{""candle"": 0, ""picture frame"": 0, ""vase"": 1}",7
Meta-Llama-3-8B-Instruct,1,1,Ava Thompson,I'll take the picture frames.,counter_propose,"{""candle"": 2, ""picture frame"": 0, ""vase"": 1}",6
Meta-Llama-3-8B-Instruct,1,2,Mia Sanders,I'll take the picture frames.,"counter_propose,concede","{""candle"": 0, ""picture frame"": 3, ""vase"": 0}",3
Meta-Llama-3-8B-Instruct,1,3,Ava Thompson,I'll take the candles.,"counter_propose,concede","{""candle"": 0, ""picture frame"": 3, ""vase"": 1}",4
Meta-Llama-3-8B-Instruct,1,4,Mia Sanders,I'll take the picture frames.,"counter_propose,insist","{""candle"": 0, ""picture frame"": 3, ""vase"": 0}",3
Meta-Llama-3-8B-Instruct,1,5,Ava Thompson,I'll take the candles and the vase.,accept,"{""candle"": 0, ""picture frame"": 3, ""vase"": 0}",4
Meta-Llama-3-8B-Instruct,20,0,Mia Sanders,I'll take the bag of chips and the 2 soda cans.,propose,"{""bag of chips"": 1, ""candy bar"": 2, ""soda can"": 2}",10
Meta-Llama-3-8B-Instruct,20,1,Ava Thompson,I'll take the 3 candy bars.,counter_propose,"{""bag of chips"": 1, ""candy bar"": 0, ""soda can"": 1}",3
Meta-Llama-3-8B-Instruct,20,2,Mia Sanders,I'll take the 3 candy bars.,"counter_propose,concede","{""bag of chips"": 0, ""candy bar"": 3, ""soda can"": 1}",4
Meta-Llama-3-8B-Instruct,20,3,Ava Thompson,I'll take the bag of chips.,counter_propose,"{""bag of chips"": 0, ""candy bar"": 3, ""soda can"": 2}",7
Meta-Llama-3-8B-Instruct,20,4,Mia Sanders,I'll take the bag of chips.,"counter_propose,concede","{""bag of chips"": 1, ""candy bar"": 0, ""soda can"": 0}",2
Meta-Llama-3-8B-Instruct,20,5,Ava Thompson,I'll take the 2 soda cans.,"counter_propose,concede","{""bag of chips"": 1, ""candy bar"": 1, ""soda can"": 0}",2
Meta-Llama-3-8B-Instruct,20,6,Mia Sanders,I'll take the 2 soda cans.,counter_propose,"{""bag of chips"": 0, ""candy bar"": 2, ""soda can"": 2}",8
Meta-Llama-3-8B-Instruct,20,7,Ava Thompson,I'll take the 3 candy bars.,counter_propose,"{""bag of chips"": 1, ""candy bar"": 0, ""soda can"": 1}",3
Meta-Llama-3-8B-Instruct,20,8,Mia Sanders,I'll take the 3 candy bars.,"counter_propose,concede","{""bag of chips"": 0, ""candy bar"": 3, ""soda can"": 1}",4
Meta-Llama-3-8B-Instruct,20,9,Ava Thompson,I'll take the bag of chips.,counter_propose,"{""bag of chips"": 0, ""candy bar"": 3, ""soda can"": 2}",7
Meta-Llama-3-8B-Instruct,20,10,Mia Sanders,I'll take the bag of chips.,"counter_propose,concede","{""bag of chips"": 1, ""candy bar"": 0, ""soda can"": 0}",2
Meta-Llama-3-8B-Instruct,20,11,Ava Thompson,I'll take the bag of chips.,"counter_propose,insist","{""bag of chips"": 0, ""candy bar"": 3, ""soda can"": 2}",7
Meta-Llama-3-8B-Instruct,20,12,Mia Sanders,I'll take the bag of chips.,"counter_propose,insist","{""bag of chips"": 1, ""candy bar"": 0, ""soda can"": 0}",2
Meta-Llama-3-8B-Instruct,20,13,Ava Thompson,I'll take the 2 soda cans.,"counter_propose,concede","{""bag of chips"": 1, ""candy bar"": 1, ""soda can"": 0}",2
Meta-Llama-3-8B-Instruct,20,14,Mia Sanders,I'll take the 2 soda cans.,counter_propose,"{""bag of chips"": 0, ""candy bar"": 2, ""soda can"": 2}",8
Meta-Llama-3-8B-Instruct,20,15,Ava Thompson,I'll take the 3 candy bars.,counter_propose,"{""bag of chips"": 1, ""candy bar"": 0, ""soda can"": 1}",3
Meta-Llama-3-8B-Instruct,21,0,Mia Sanders,I'll take the cookie tin.,propose,"{""cookie tin"": 1, ""brownie tray"": 0, ""cupcake box"": 0}",7
Meta-Llama-3-8B-Instruct,21,1,Ava Thompson,I'll take the cupcake boxes.,counter_propose,"{""cookie tin"": 1, ""brownie tray"": 3, ""cupcake box"": 0}",8
Meta-Llama-3-8B-Instruct,21,2,Mia Sanders,I'll take the brownie trays.,"counter_propose,concede","{""cookie tin"": 0, ""brownie tray"": 3, ""cupcake box"": 0}",3
Meta-Llama-3-8B-Instruct,21,3,Ava Thompson,I'll take the brownie trays.,"counter_propose,concede","{""cookie tin"": 1, ""brownie tray"": 0, ""cupcake box"": 2}",0
Meta-Llama-3-8B-Instruct,21,4,Mia Sanders,I'll take the cupcake boxes.,"counter_propose,concede","{""cookie tin"": 0, ""brownie tray"": 0, ""cupcake box"": 2}",0
Meta-Llama-3-8B-Instruct,21,5,Ava Thompson,I'll take the cookie tin.,counter_propose,"{""cookie tin"": 0, ""brownie tray"": 3, ""cupcake box"": 2}",2
Meta-Llama-3-8B-Instruct,21,6,Mia Sanders,I'll take the brownie trays.,counter_propose,"{""cookie tin"": 0, ""brownie tray"": 3, ""cupcake box"": 0}",3
Meta-Llama-3-8B-Instruct,21,7,Ava Thompson,I'll take the cupcake boxes.,counter_propose,"{""cookie tin"": 1, ""brownie tray"": 3, ""cupcake box"": 0}",8
Meta-Llama-3-8B-Instruct,21,8,Mia Sanders,I'll take the cupcake boxes.,"counter_propose,concede","{""cookie tin"": 0, ""brownie tray"": 0, ""cupcake box"": 2}",0
Meta-Llama-3-8B-Instruct,21,9,Ava Thompson,I'll take the cookie tin.,"counter_propose,concede","{""cookie tin"": 0, ""brownie tray"": 3, ""cupcake box"": 2}",2
Meta-Llama-3-8B-Instruct,21,10,Mia Sanders,I'll take the brownie trays.,counter_propose,"{""cookie tin"": 0, ""brownie tray"": 3, ""cupcake box"": 0}",3
Meta-Llama-3-8B-Instruct,21,11,Ava Thompson,I'll take the cookie tin.,"counter_propose,insist","{""cookie tin"": 0, ""brownie tray"": 3, ""cupcake box"": 2}",2
Meta-Llama-3-8B-Instruct,21,12,Mia Sanders,I'll take the cookie tin.,counter_propose,"{""cookie tin"": 1, ""brownie tray"": 0, ""cupcake box"": 0}",7
Meta-Llama-3-8B-Instruct,21,13,Ava Thompson,I'll take the cupcake boxes.,counter_propose,"{""cookie tin"": 1, ""brownie tray"": 3, ""cupcake box"": 0}",8
Meta-Llama-3-8B-Instruct,21,14,Mia Sanders,I'll take the cookie tin.,"counter_propose,insist","{""cookie tin"": 1, ""brownie tray"": 0, ""cupcake box"": 0}",7
Meta-Llama-3-8B-Instruct,21,15,Ava Thompson,I'll take the cookie tin.,"counter_propose,concede","{""cookie tin"": 0, ""brownie tray"": 3, ""cupcake box"": 2}",2
Meta-Llama-3-8B-Instruct,22,0,Mia Sanders,"I'll take the 3 balloon packs, they're worth 3 x 3 = 9 points.",propose,"{""balloon pack"": 3, ""streamer roll"": 0, ""party hat"": 0}",9
Meta-Llama-3-8B-Instruct,22,1,Ava Thompson,"I'll take the party hat, it's worth 6 points.",counter_propose,"{""balloon pack"": 3, ""streamer roll"": 1, ""party hat"": 0}",6
Meta-Llama-3-8B-Instruct,22,2,Mia Sanders,"I'll take the streamer roll, it's worth 0 points, so we can both have something.","counter_propose,concede","{""balloon pack"": 0, ""streamer roll"": 1, ""party hat"": 0}",0
Meta-Llama-3-8B-Instruct,22,3,Ava Thompson,I'll take the 3 balloon packs.,"counter_propose,concede","{""balloon pack"": 0, ""streamer roll"": 1, ""party hat"": 1}",3
Meta-Llama-3-8B-Instruct,22,4,Mia Sanders,"I'll take the party hat, it's worth 1 point.",counter_propose,"{""balloon pack"": 0, ""streamer roll"": 0, ""party hat"": 1}",1
Meta-Llama-3-8B-Instruct,22,5,Ava Thompson,"I'll take the party hat, it's worth 6 points.",counter_propose,"{""balloon pack"": 3, ""streamer roll"": 1, ""party hat"": 0}",6
Meta-Llama-3-8B-Instruct,22,6,Mia Sanders,"I'll take the streamer roll, it's worth 0 points, and we can both have something.","counter_propose,concede","{""balloon pack"": 0, ""streamer roll"": 1, ""party hat"": 0}",0
Meta-Llama-3-8B-Instruct,22,7,Ava Thompson,"I'll take the party hat, it's worth 6 points.","counter_propose,insist","{""balloon pack"": 3, ""streamer roll"": 1, ""party hat"": 0}",6
Meta-Llama-3-8B-Instruct,22,8,Mia Sanders,"I'll take the 3 balloon packs, they're worth 9 points.",counter_propose,"{""balloon pack"": 3, ""streamer roll"": 0, ""party hat"": 0}",9
Meta-Llama-3-8B-Instruct,22,9,Ava Thompson,"I'll take the party hat, it's worth 6 points.","counter_propose,insist","{""balloon pack"": 3, ""streamer roll"": 1, ""party hat"": 0}",6
Meta-Llama-3-8B-Instruct,22,10,Mia Sanders,"I'll take the party hat, it's worth 1 point.","counter_propose,concede","{""balloon pack"": 0, ""streamer roll"": 0, ""party hat"": 1}",1
Meta-Llama-3-8B-Instruct,22,11,Ava Thompson,"I'll take the party hat, it's worth 6 points.","counter_propose,insist","{""balloon pack"": 3, ""streamer roll"": 1, ""party hat"": 0}",6
Meta-Llama-3-8B-Instruct,22,12,Mia Sanders,"I'll take the 3 balloon packs, they're worth 9 points.",counter_propose,"{""balloon pack"": 3, ""streamer roll"": 0, ""party hat"": 0}",9
Meta-Llama-3-8B-Instruct,22,13,Ava Thompson,"I'll take the party hat, it's worth 6 points.","counter_propose,insist","{""balloon pack"": 3, ""streamer roll"": 1, ""party hat"": 0}",6
Meta-Llama-3-8B-Instruct,22,14,Mia Sanders,"I'll take the party hat, it's worth 1 point.","counter_propose,concede","{""balloon pack"": 0, ""streamer roll"": 0, ""party hat"": 1}",1
Meta-Llama-3-8B-Instruct,22,15,Ava Thompson,"I'll take the party hat, it's worth 6 points.","counter_propose,insist","{""balloon pack"": 3, ""streamer roll"": 1, ""party hat"": 0}",6
Meta-Llama-3-8B-Instruct,23,0,Mia Sanders,I'll take the sandwiches.,propose,"{""sandwich"": 3, ""juice box"": 0, ""fruit cup"": 0}",3
Meta-Llama-3-8B-Instruct,23,1,Ava Thompson,I'll take the fruit cup.,counter_propose,"{""sandwich"": 3, ""juice box"": 1, ""fruit cup"": 0}",1
Meta-Llama-3-8B-Instruct,23,2,Mia Sanders,I'll take the juice box.,"counter_propose,concede","{""sandwich"": 0, ""juice box"": 1, ""fruit cup"": 0}",1
Meta-Llama-3-8B-Instruct,23,3,Ava Thompson,I'll take the sandwiches.,counter_propose,"{""sandwich"": 0, ""juice box"": 1, ""fruit cup"": 1}",9
Meta-Llama-3-8B-Instruct,23,4,Mia Sanders,I'll take the fruit cup.,counter_propose,"{""sandwich"": 0, ""juice box"": 0, ""fruit cup"": 1}",6
Meta-Llama-3-8B-Instruct,23,5,Ava Thompson,I'll take the sandwiches.,"counter_propose,insist","{""sandwich"": 0, ""juice box"": 1, ""fruit cup"": 1}",9
Meta-Llama-3-8B-Instruct,23,6,Mia Sanders,I'll take the sandwiches.,"counter_propose,concede","{""sandwich"": 3, ""juice box"": 0, ""fruit cup"": 0}",3
Meta-Llama-3-8B-Instruct,23,7,Ava Thompson,I'll take the juice box.,"counter_propose,concede","{""sandwich"": 3, ""juice box"": 0, ""fruit cup"": 1}",0
Meta-Llama-3-8B-Instruct,23,8,Mia Sanders,I'll take the sandwiches.,"counter_propose,insist","{""sandwich"": 3, ""juice box"": 0, ""fruit cup"": 0}",3
Meta-Llama-3-8B-Instruct,23,9,Ava Thompson,I'll take the sandwiches.,counter_propose,"{""sandwich"": 0, ""juice box"": 1, ""fruit cup"": 1}",9
Meta-Llama-3-8B-Instruct,23,10,Mia Sanders,I'll take the fruit cup.,counter_propose,"{""sandwich"": 0, ""juice box"": 0, ""fruit cup"": 1}",6
Meta-Llama-3-8B-Instruct,23,11,Ava Thompson,I'll take the sandwiches.,"counter_propose,insist","{""sandwich"": 0, ""juice box"": 1, ""fruit cup"": 1}",9
Meta-Llama-3-8B-Instruct,23,12,Mia Sanders,I'll take the sandwiches and the fruit cup.,counter_propose,"{""sandwich"": 3, ""juice box"": 0, ""fruit cup"": 1}",9
Meta-Llama-3-8B-Instruct,23,13,Ava Thompson,I'll take the sandwiches.,"counter_propose,insist","{""sandwich"": 0, ""juice box"": 1, ""fruit cup"": 1}",9
Meta-Llama-3-8B-Instruct,23,14,Mia Sanders,I'll take the juice box.,"counter_propose,concede","{""sandwich"": 0, ""juice box"": 1, ""fruit cup"": 0}",1
Meta-Llama-3-8B-Instruct,23,15,Ava Thompson,Take the sandwiches.,"counter_propose,insist","{""sandwich"": 0, ""juice box"": 1, ""fruit cup"": 1}",9
Meta-Llama-3-8B-Instruct,24,0,Mia Sanders,I'll take the dessert cup.,propose,"{""wrap"": 0, ""salad bowl"": 0, ""dessert cup"": 1}",5
Meta-Llama-3-8B-Instruct,24,1,Ava Thompson,I'll take the salad bowl.,counter_propose,"{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 1}",0
Meta-Llama-3-8B-Instruct,24,2,Mia Sanders,I'll take the wraps.,"counter_propose,concede","{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 0}",4
Meta-Llama-3-8B-Instruct,24,3,Ava Thompson,I'll take the salad bowl.,"counter_propose,insist","{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 1}",0
Meta-Llama-3-8B-Instruct,24,4,Mia Sanders,I'll take the salad bowl.,"counter_propose,concede","{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 0}",1
Meta-Llama-3-8B-Instruct,24,5,Ava Thompson,I'll take the wraps.,counter_propose,"{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 1}",0
Meta-Llama-3-8B-Instruct,24,6,Mia Sanders,I'll take the salad bowl.,"counter_propose,insist","{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 0}",1
Meta-Llama-3-8B-Instruct,24,7,Ava Thompson,I'll take the wraps.,"counter_propose,insist","{""wrap"": 0, ""salad bowl"": 1, ""dessert cup"": 1}",0
Meta-Llama-3-8B-Instruct,24,8,Mia Sanders,I'll take the wraps.,counter_propose,"{""wrap"": 4, ""salad bowl"": 0, ""dessert cup"": 0}",4
