pattern,episode,belief,item,true_location,other_location,scenario,mia_opening,n_turns,dialogue,final_choice,correct
I think X is in Y,1,shared_truth,badge,desk,hook by the door,Two people are in an office with a desk and a hook by the door. A badge has been left on one of these two places.,I think the badge is on the desk.,2,"[[Turn 0] [Mia Sanders]: I think the badge is on the desk.
[[Turn 1] [Ava Thompson]: I agree, I will look on the desk. LEAVE",desk,1
I think X is in Y,20,false_belief,cloth,basket,drying rack,Two people are in a laundry room with a drying rack and a basket. A cloth has been placed on one of these two places.,I think the cloth is right there on the basket.,2,"[[Turn 0] [Mia Sanders]: I think the cloth is right there on the basket.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was on the rack, so I'm going to check the rack. LEAVE",drying rack,0
I think X is in Y,20,ignorance,cloth,basket,drying rack,Two people are in a laundry room with a drying rack and a basket. A cloth has been placed on one of these two places.,I think the cloth is right there on the basket.,2,"[[Turn 0] [Mia Sanders]: I think the cloth is right there on the basket.
[[Turn 1] [Ava Thompson]: Got it, I'll look in the basket. LEAVE.",basket,1
I think X is in Y,20,shared_truth,cloth,basket,drying rack,Two people are in a laundry room with a drying rack and a basket. A cloth has been placed on one of these two places.,I think the cloth is right there on the basket.,2,"[[Turn 0] [Mia Sanders]: I think the cloth is right there on the basket.
[[Turn 1] [Ava Thompson]: I agree, I will check the basket. LEAVE",basket,1
I think X is in Y,21,false_belief,coin,pocket,jar,Two people are in a room with a jar and a coat with a pocket. A coin has been placed in one of these two places.,I think the coin is in the coat pocket.,2,"[[Turn 0] [Mia Sanders]: I think the coin is in the coat pocket.
[[Turn 1] [Ava Thompson]: I thought it was in the jar, so I will check the jar. LEAVE.",jar,0
I think X is in Y,21,ignorance,coin,pocket,jar,Two people are in a room with a jar and a coat with a pocket. A coin has been placed in one of these two places.,I think the coin is in the coat pocket.,2,"[[Turn 0] [Mia Sanders]: I think the coin is in the coat pocket.
[[Turn 1] [Ava Thompson]: I'll check the coat pocket then. LEAVE",pocket,1
I think X is in Y,21,shared_truth,coin,pocket,jar,Two people are in a room with a jar and a coat with a pocket. A coin has been placed in one of these two places.,I think the coin is in the coat pocket.,2,"[[Turn 0] [Mia Sanders]: I think the coin is in the coat pocket.
[[Turn 1] [Ava Thompson]: I agree. I will check the coat pocket. LEAVE",pocket,1
I think X is in Y,22,false_belief,comb,drawer,shelf,Two people are in a bathroom with a drawer and a shelf. A comb has been placed on one of these two places.,I think the comb is on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the comb is on the drawer.
[[Turn 1] [Ava Thompson]: I thought it was on the shelf, so I am going to check the shelf. LEAVE",shelf,0
I think X is in Y,22,ignorance,comb,drawer,shelf,Two people are in a bathroom with a drawer and a shelf. A comb has been placed on one of these two places.,I think the comb is on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the comb is on the drawer.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the drawer. LEAVE.",drawer,1
I think X is in Y,22,shared_truth,comb,drawer,shelf,Two people are in a bathroom with a drawer and a shelf. A comb has been placed on one of these two places.,I think the comb is on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the comb is on the drawer.
[[Turn 1] [Ava Thompson]: I agree. I will check the drawer. LEAVE.",drawer,1
I think X is in Y,23,false_belief,cord,basket,desk,Two people are in a room with a desk and a basket. A power cord has been left on one of these two places.,I think the cord is on the basket.,2,"[[Turn 0] [Mia Sanders]: I think the cord is on the basket.
[[Turn 1] [Ava Thompson]: I thought it was on the desk, so I am going to check the desk. LEAVE.",desk,0
I think X is in Y,23,ignorance,cord,basket,desk,Two people are in a room with a desk and a basket. A power cord has been left on one of these two places.,I think the cord is on the basket.,2,"[[Turn 0] [Mia Sanders]: I think the cord is on the basket.
[[Turn 1] [Ava Thompson]: I'll check the basket then. LEAVE.",basket,1
I think X is in Y,23,shared_truth,cord,basket,desk,Two people are in a room with a desk and a basket. A power cord has been left on one of these two places.,I think the cord is on the basket.,2,"[[Turn 0] [Mia Sanders]: I think the cord is on the basket.
[[Turn 1] [Ava Thompson]: Great, I'll check the basket then. LEAVE.",basket,1
I think X is in Y,24,false_belief,cup,shelf,table,Two people are in a break room with a shelf and a table. A cup has been placed on one of these two places.,I think the cup is on the shelf.,4,"[[Turn 0] [Mia Sanders]: I think the cup is on the shelf.
[[Turn 1] [Ava Thompson]: Are you sure? I really thought someone left it on the table.
[[Turn 2] [Mia Sanders]: I am sure. I saw it on the shelf, not the table.
[[Turn 3] [Ava Thompson]: Alright, I'll check the shelf then. LEAVE",shelf,1
I think X is in Y,24,ignorance,cup,shelf,table,Two people are in a break room with a shelf and a table. A cup has been placed on one of these two places.,I think the cup is on the shelf.,2,"[[Turn 0] [Mia Sanders]: I think the cup is on the shelf.
[[Turn 1] [Ava Thompson]: I'll check the shelf then. LEAVE",shelf,1
I think X is in Y,24,shared_truth,cup,shelf,table,Two people are in a break room with a shelf and a table. A cup has been placed on one of these two places.,I think the cup is on the shelf.,2,"[[Turn 0] [Mia Sanders]: I think the cup is on the shelf.
[[Turn 1] [Ava Thompson]: I agree, I'll check the shelf then. LEAVE",shelf,1
I think X is in Y,25,false_belief,dice,table,cup,Two people are in a game room with a cup and a table. A pair of dice has been placed on one of these two places.,I think the dice is on the table.,2,"[[Turn 0] [Mia Sanders]: I think the dice is on the table.
[[Turn 1] [Ava Thompson]: I appreciate your input, but I strongly believe it's in the cup, so I will check the cup. LEAVE",cup,0
I think X is in Y,25,ignorance,dice,table,cup,Two people are in a game room with a cup and a table. A pair of dice has been placed on one of these two places.,I think the dice is on the table.,2,"[[Turn 0] [Mia Sanders]: I think the dice is on the table.
[[Turn 1] [Ava Thompson]: I will look on the table then. LEAVE",table,1
I think X is in Y,25,shared_truth,dice,table,cup,Two people are in a game room with a cup and a table. A pair of dice has been placed on one of these two places.,I think the dice is on the table.,2,"[[Turn 0] [Mia Sanders]: I think the dice is on the table.
[[Turn 1] [Ava Thompson]: I agree, I will check the table. LEAVE",table,1
I think X is in Y,26,false_belief,drill,bench,tool case,Two people are in a workshop with a workbench and a tool case. A drill has been placed on one of these two places.,I think the drill is on the workbench.,2,"[[Turn 0] [Mia Sanders]: I think the drill is on the workbench.
[[Turn 1] [Ava Thompson]: Are you sure? I thought it was on the tool case. I'll check the case. LEAVE.",tool case,0
I think X is in Y,26,ignorance,drill,bench,tool case,Two people are in a workshop with a workbench and a tool case. A drill has been placed on one of these two places.,I think the drill is on the workbench.,2,"[[Turn 0] [Mia Sanders]: I think the drill is on the workbench.
[[Turn 1] [Ava Thompson]: I'll check the workbench then. LEAVE",bench,1
I think X is in Y,26,shared_truth,drill,bench,tool case,Two people are in a workshop with a workbench and a tool case. A drill has been placed on one of these two places.,I think the drill is on the workbench.,2,"[[Turn 0] [Mia Sanders]: I think the drill is on the workbench.
[[Turn 1] [Ava Thompson]: I agree, I'll check the workbench. LEAVE",bench,1
I think X is in Y,27,false_belief,fan,shelf,floor,Two people are in a storage room with a shelf and the floor. A fan has been placed on one of these two places.,I think the fan is on the shelf.,2,"[[Turn 0] [Mia Sanders]: I think the fan is on the shelf.
[[Turn 1] [Ava Thompson]: I really thought it was on the floor, so I'm going to check the floor. LEAVE",floor,0
I think X is in Y,27,ignorance,fan,shelf,floor,Two people are in a storage room with a shelf and the floor. A fan has been placed on one of these two places.,I think the fan is on the shelf.,2,"[[Turn 0] [Mia Sanders]: I think the fan is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the shelf. LEAVE",shelf,1
I think X is in Y,27,shared_truth,fan,shelf,floor,Two people are in a storage room with a shelf and the floor. A fan has been placed on one of these two places.,I think the fan is on the shelf.,2,"[[Turn 0] [Mia Sanders]: I think the fan is on the shelf.
[[Turn 1] [Ava Thompson]: Great, I will look on the shelf then. LEAVE",shelf,1
I think X is in Y,28,false_belief,film,shelf,drawer,Two people are in a darkroom with a shelf and a drawer. A roll of film has been placed on one of these two places.,I think the film is on the shelf.,2,"[[Turn 0] [Mia Sanders]: I think the film is on the shelf.
[[Turn 1] [Ava Thompson]: I'm confident it's in the drawer, so I'm going to check there. LEAVE",drawer,0
I think X is in Y,28,ignorance,film,shelf,drawer,Two people are in a darkroom with a shelf and a drawer. A roll of film has been placed on one of these two places.,I think the film is on the shelf.,2,"[[Turn 0] [Mia Sanders]: I think the film is on the shelf.
[[Turn 1] [Ava Thompson]: Thanks, I will check the shelf. LEAVE",shelf,1
I think X is in Y,28,shared_truth,film,shelf,drawer,Two people are in a darkroom with a shelf and a drawer. A roll of film has been placed on one of these two places.,I think the film is on the shelf.,2,"[[Turn 0] [Mia Sanders]: I think the film is on the shelf.
[[Turn 1] [Ava Thompson]: I agree. I will check the shelf. LEAVE",shelf,1
I think X is in Y,29,false_belief,flag,pole,storage box,Two people are at a field with a flag pole and a storage box. A flag has been placed at one of these two places.,I think the flag is on the pole.,4,"[[Turn 0] [Mia Sanders]: I think the flag is on the pole.
[[Turn 1] [Ava Thompson]: I actually think it's on the box. What makes you say the pole?
[[Turn 2] [Mia Sanders]: Because I saw it there. Just check the pole.
[[Turn 3] [Ava Thompson]: Okay, if you saw it there, I'll check the pole. LEAVE",pole,1
I think X is in Y,29,ignorance,flag,pole,storage box,Two people are at a field with a flag pole and a storage box. A flag has been placed at one of these two places.,I think the flag is on the pole.,2,"[[Turn 0] [Mia Sanders]: I think the flag is on the pole.
[[Turn 1] [Ava Thompson]: I will look at the flag pole then. LEAVE",pole,1
I think X is in Y,29,shared_truth,flag,pole,storage box,Two people are at a field with a flag pole and a storage box. A flag has been placed at one of these two places.,I think the flag is on the pole.,4,"[[Turn 0] [Mia Sanders]: I think the flag is on the pole.
[[Turn 1] [Ava Thompson]: I agree, it's on the pole
[[Turn 2] [Mia Sanders]: Great, go grab it.
[[Turn 3] [Ava Thompson]: I will go check the pole. LEAVE",pole,1
I think X is in Y,2,false_belief,ball,garage,yard,Two people are at a house with a yard and a garage. A ball has been left in one of these two places.,I think the ball is in the garage.,2,"[[Turn 0] [Mia Sanders]: I think the ball is in the garage.
[[Turn 1] [Ava Thompson]: I really think it's in the yard, so I'll check there first. LEAVE",yard,0
I think X is in Y,2,ignorance,ball,garage,yard,Two people are at a house with a yard and a garage. A ball has been left in one of these two places.,I think the ball is in the garage.,2,"[[Turn 0] [Mia Sanders]: I think the ball is in the garage.
[[Turn 1] [Ava Thompson]: I'll check the garage. LEAVE",garage,1
I think X is in Y,2,shared_truth,ball,garage,yard,Two people are at a house with a yard and a garage. A ball has been left in one of these two places.,I think the ball is in the garage.,2,"[[Turn 0] [Mia Sanders]: I think the ball is in the garage.
[[Turn 1] [Ava Thompson]: I agree, I will check the garage. LEAVE",garage,1
I think X is in Y,30,false_belief,flashlight,drawer,shelf,Two people are in a garage with a drawer and a shelf. A flashlight has been placed on one of these two places.,I think the flashlight is on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the flashlight is on the drawer.
[[Turn 1] [Ava Thompson]: I thought it was on the shelf, but I'll check the drawer. LEAVE.",drawer,1
I think X is in Y,30,ignorance,flashlight,drawer,shelf,Two people are in a garage with a drawer and a shelf. A flashlight has been placed on one of these two places.,I think the flashlight is on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the flashlight is on the drawer.
[[Turn 1] [Ava Thompson]: Okay, I'll check the drawer. LEAVE.",drawer,1
I think X is in Y,30,shared_truth,flashlight,drawer,shelf,Two people are in a garage with a drawer and a shelf. A flashlight has been placed on one of these two places.,I think the flashlight is on the drawer.,2,"[[Turn 0] [Mia Sanders]: I think the flashlight is on the drawer.
[[Turn 1] [Ava Thompson]: I agree, I'll check the drawer. LEAVE.",drawer,1
I think X is in Y,31,false_belief,flask,locker,desk,Two people are in a lab with a desk and a locker. A flask has been placed on one of these two places.,I think the flask is on the locker.,2,"[[Turn 0] [Mia Sanders]: I think the flask is on the locker.
[[Turn 1] [Ava Thompson]: I am pretty sure it is on the desk, so I will check there. LEAVE",desk,0
I think X is in Y,31,ignorance,flask,locker,desk,Two people are in a lab with a desk and a locker. A flask has been placed on one of these two places.,I think the flask is on the locker.,2,"[[Turn 0] [Mia Sanders]: I think the flask is on the locker.
[[Turn 1] [Ava Thompson]: Thanks, I'll check the locker. LEAVE",locker,1
I think X is in Y,31,shared_truth,flask,locker,desk,Two people are in a lab with a desk and a locker. A flask has been placed on one of these two places.,I think the flask is on the locker.,2,"[[Turn 0] [Mia Sanders]: I think the flask is on the locker.
[[Turn 1] [Ava Thompson]: I agree. I will check the locker. LEAVE.",locker,1
I think X is in Y,32,false_belief,fork,counter,drawer,Two people are in a kitchen with a drawer and a counter. A fork has been left on one of these two places.,I think the fork is on the counter.,2,"[[Turn 0] [Mia Sanders]: I think the fork is on the counter.
[[Turn 1] [Ava Thompson]: I'll check the drawer. LEAVE",drawer,0
