pair,scenario,condition,correct
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,bulb,false_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,bulb,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,bulb,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen3-8B,bulb,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,bulb,false_help,1
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,bulb,false_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,bulb,false_help,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,bulb,false_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,bulb,false_help,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,bulb,false_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,bulb,false_help,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,bulb,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,bulb,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,bulb,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,bulb,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,bulb,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,bulb,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,cable,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,cable,false_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,cable,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,cable,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,cable,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,cable,false_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,cable,false_help,0
Meta-Llama-3-8B-Instruct × Qwen3-8B,cable,false_help,0
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,cable,false_help,0
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,cable,false_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,cable,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,cable,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,cable,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,cable,false_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,cable,false_help,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,cable,false_help,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,cable,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,cable,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen3-8B,cable,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,cable,false_help,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,cable,false_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,cable,false_help,1
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,cable,false_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,cable,false_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,cable,false_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,cable,false_help,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,cable,false_help,1
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,cable,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,cable,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,cable,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,cable,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,cable,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,camera,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,camera,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,camera,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,camera,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,camera,false_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,camera,false_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,camera,false_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,camera,false_help,0
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,camera,false_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,camera,false_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,camera,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,camera,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,camera,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,camera,false_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,camera,false_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,camera,false_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,camera,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,camera,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen3-8B,camera,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,camera,false_help,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,camera,false_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,camera,false_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,camera,false_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,camera,false_help,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,camera,false_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,camera,false_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,camera,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,camera,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,camera,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,camera,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,camera,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,camera,false_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,candle,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,candle,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,candle,false_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,candle,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,candle,false_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,candle,false_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,candle,false_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,candle,false_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,candle,false_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,candle,false_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,candle,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,candle,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,candle,false_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,candle,false_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,candle,false_help,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,candle,false_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,candle,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,candle,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen3-8B,candle,false_help,1
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,candle,false_help,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,candle,false_help,0
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,candle,false_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,candle,false_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,candle,false_help,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,candle,false_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,candle,false_help,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,candle,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,candle,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,candle,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,candle,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,candle,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,candle,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,chain,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,chain,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,chain,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,chain,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,chain,false_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,chain,false_help,0
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,chain,false_help,0
Meta-Llama-3-8B-Instruct × Qwen3-8B,chain,false_help,0
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,chain,false_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,chain,false_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,chain,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,chain,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,chain,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,chain,false_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,chain,false_help,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,chain,false_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,chain,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,chain,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen3-8B,chain,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,chain,false_help,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,chain,false_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,chain,false_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,chain,false_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,chain,false_help,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,chain,false_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,chain,false_help,1
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,chain,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,chain,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,chain,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,chain,false_help,1
allenai_OLMo-3-7B-Instruct × Qwen3-8B,chain,false_help,1
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,chain,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,chalk,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,chalk,false_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,chalk,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,chalk,false_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,chalk,false_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,chalk,false_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,chalk,false_help,1
Meta-Llama-3-8B-Instruct × Qwen3-8B,chalk,false_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,chalk,false_help,1
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,chalk,false_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,chalk,false_help,1
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,chalk,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,chalk,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,chalk,false_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,chalk,false_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,chalk,false_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,chalk,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,chalk,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen3-8B,chalk,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,chalk,false_help,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,chalk,false_help,0
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,chalk,false_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,chalk,false_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,chalk,false_help,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,chalk,false_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,chalk,false_help,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,chalk,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,chalk,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,chalk,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,chalk,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,chalk,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,chalk,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,charger,false_help,1
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,charger,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,charger,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,charger,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,charger,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,charger,false_help,0
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,charger,false_help,0
Meta-Llama-3-8B-Instruct × Qwen3-8B,charger,false_help,0
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,charger,false_help,0
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,charger,false_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,charger,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,charger,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,charger,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,charger,false_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,charger,false_help,1
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,charger,false_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,charger,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,charger,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen3-8B,charger,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,charger,false_help,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,charger,false_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,charger,false_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,charger,false_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,charger,false_help,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,charger,false_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,charger,false_help,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,charger,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,charger,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,charger,false_help,1
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,charger,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,charger,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,charger,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,clip,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,clip,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,clip,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,clip,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,clip,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,clip,false_help,1
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,clip,false_help,0
Meta-Llama-3-8B-Instruct × Qwen3-8B,clip,false_help,0
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,clip,false_help,0
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,clip,false_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,clip,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,clip,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,clip,false_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,clip,false_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,clip,false_help,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,clip,false_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,clip,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,clip,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen3-8B,clip,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,clip,false_help,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,clip,false_help,1
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,clip,false_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,clip,false_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,clip,false_help,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,clip,false_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,clip,false_help,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,clip,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,clip,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,clip,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,clip,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,clip,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,clip,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,clipboard,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,clipboard,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,clipboard,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,clipboard,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,clipboard,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,clipboard,false_help,0
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,clipboard,false_help,0
Meta-Llama-3-8B-Instruct × Qwen3-8B,clipboard,false_help,1
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,clipboard,false_help,0
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,clipboard,false_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,clipboard,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,clipboard,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,clipboard,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,clipboard,false_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,clipboard,false_help,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,clipboard,false_help,0
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,clipboard,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,clipboard,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen3-8B,clipboard,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,clipboard,false_help,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,clipboard,false_help,0
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,clipboard,false_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,clipboard,false_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,clipboard,false_help,0
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,clipboard,false_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,clipboard,false_help,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,clipboard,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,clipboard,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,clipboard,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,clipboard,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,clipboard,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,clipboard,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,cloth,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,cloth,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,cloth,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,cloth,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,cloth,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,cloth,false_help,0
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,cloth,false_help,0
Meta-Llama-3-8B-Instruct × Qwen3-8B,cloth,false_help,0
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,cloth,false_help,0
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,cloth,false_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,cloth,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,cloth,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,cloth,false_help,1
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,cloth,false_help,1
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,cloth,false_help,0
Mistral-7B-Instruct-v0.3 × Meta-Llama-3-8B-Instruct,cloth,false_help,1
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.2,cloth,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen2.5-7B-Instruct,cloth,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen3-8B,cloth,false_help,0
Mistral-7B-Instruct-v0.3 × Qwen_Qwen3-14B,cloth,false_help,0
Mistral-7B-Instruct-v0.3 × allenai_OLMo-3-7B-Instruct,cloth,false_help,0
Qwen2.5-7B-Instruct × Meta-Llama-3-8B-Instruct,cloth,false_help,0
Qwen2.5-7B-Instruct × Mistral-7B-Instruct-v0.2,cloth,false_help,0
Qwen2.5-7B-Instruct × Qwen3-8B,cloth,false_help,1
Qwen2.5-7B-Instruct × Qwen_Qwen3-14B,cloth,false_help,0
Qwen2.5-7B-Instruct × allenai_OLMo-3-7B-Instruct,cloth,false_help,0
allenai_OLMo-3-7B-Instruct × Meta-Llama-3-8B-Instruct,cloth,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.2,cloth,false_help,0
allenai_OLMo-3-7B-Instruct × Mistral-7B-Instruct-v0.3,cloth,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen2.5-7B-Instruct,cloth,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen3-8B,cloth,false_help,0
allenai_OLMo-3-7B-Instruct × Qwen_Qwen3-14B,cloth,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.2,coin,false_help,0
DeepSeek-R1-Distill-Llama-8B × Mistral-7B-Instruct-v0.3,coin,false_help,0
DeepSeek-R1-Distill-Llama-8B × Qwen2.5-7B-Instruct,coin,false_help,1
DeepSeek-R1-Distill-Llama-8B × Qwen3-8B,coin,false_help,1
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.2,coin,false_help,0
Meta-Llama-3-8B-Instruct × Mistral-7B-Instruct-v0.3,coin,false_help,0
Meta-Llama-3-8B-Instruct × Qwen2.5-7B-Instruct,coin,false_help,0
Meta-Llama-3-8B-Instruct × Qwen3-8B,coin,false_help,0
Meta-Llama-3-8B-Instruct × allenai_OLMo-3-7B-Instruct,coin,false_help,0
Mistral-7B-Instruct-v0.2 × Meta-Llama-3-8B-Instruct,coin,false_help,0
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.3,coin,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen2.5-7B-Instruct,coin,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen3-8B,coin,false_help,0
Mistral-7B-Instruct-v0.2 × Qwen_Qwen3-14B,coin,false_help,0
Mistral-7B-Instruct-v0.2 × allenai_OLMo-3-7B-Instruct,coin,false_help,1
